RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,Balance_Group,CreditScore_Group,Value_Score,Risk_Score,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Type
1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1,30-40岁,超高余额,良好,0.8435792228112778,0.47391304347826085,5,1,203715.15,3,1,4,8,高价值
1176,15721292,Atkins,719,Spain,Male,39,5,0.0,2,1,0,145759.7,0,30-40岁,无余额,良好,0.4724124770385484,0.46956521739130436,5,2,0.0,3,3,1,7,中价值
1177,15604217,Williams,726,France,Male,34,9,0.0,2,0,0,14121.61,0,30-40岁,无余额,良好,0.277418505606399,0.4478260869565217,1,2,0.0,4,3,1,8,高价值
1178,15651369,Wright,626,France,Male,21,1,0.0,2,1,0,66232.23,0,<30岁,无余额,一般,0.32029325710882023,0.3913043478260869,9,2,0.0,1,3,1,5,中价值
1179,15782454,Hancock,552,France,Male,49,4,0.0,1,1,1,190296.76,1,40-50岁,无余额,较差,0.4802794025525948,0.21304347826086958,6,1,0.0,2,1,1,4,低价值
1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0,30-40岁,中余额,优秀,0.693008794747159,0.43478260869565216,9,2,93460.47,1,3,2,6,中价值
1181,15570326,Wilkins,621,France,Male,34,6,0.0,2,1,1,99128.13,0,30-40岁,无余额,一般,0.36787425662499024,0.14782608695652175,4,2,0.0,3,3,1,7,中价值
1182,15624428,Longo,651,Germany,Female,24,7,40224.7,1,1,1,178341.33,0,<30岁,低余额,一般,0.5614159047361564,0.10434782608695653,3,1,40224.7,3,1,2,6,中价值
1183,15755638,Mancini,673,France,Female,43,5,168069.73,1,1,1,146992.24,1,40-50岁,超高余额,一般,0.7259750611736759,0.18695652173913047,5,1,168069.73,3,1,4,8,高价值
1184,15600992,Madukaego,652,France,Male,36,1,0.0,2,1,1,151314.98,0,30-40岁,无余额,一般,0.45709865154459217,0.1565217391304348,9,2,0.0,1,3,1,5,中价值
1185,15755649,Winter-Irving,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,40-50岁,高余额,较差,0.5536110578269177,0.5043478260869565,3,1,130538.77,3,1,4,8,高价值
1186,15795228,Stewart,756,France,Male,37,3,132623.6,1,1,1,58974.0,0,30-40岁,高余额,良好,0.5667260535459121,0.16086956521739132,7,1,132623.6,2,1,4,7,中价值
1187,15589257,Grant,670,France,Female,35,3,103465.02,2,1,1,174627.06,0,30-40岁,高余额,一般,0.6633724945200071,0.15217391304347827,7,2,103465.02,2,3,3,8,高价值
1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,1,1,79579.94,1,40-50岁,高余额,良好,0.5911261136857369,0.21739130434782608,1,1,126547.8,4,1,3,8,高价值
1189,15639882,She,528,France,Male,30,2,128262.72,2,1,0,50771.16,0,<30岁,高余额,较差,0.46699831029295913,0.4304347826086956,8,2,128262.72,1,3,4,8,高价值
1190,15791279,Murray,701,France,Male,40,5,169742.64,1,1,1,153537.55,1,30-40岁,超高余额,良好,0.748342823191005,0.17391304347826086,5,1,169742.64,3,1,4,8,高价值
1191,15636935,Rischbieth,797,France,Female,29,1,0.0,2,1,1,132975.39,0,<30岁,无余额,良好,0.4807647027410583,0.12608695652173915,9,2,0.0,1,3,1,5,中价值
1192,15686909,Lung,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,<30岁,超高余额,一般,0.5937572706901889,0.1173913043478261,7,1,150795.81,2,1,4,7,中价值
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,>60岁,高余额,良好,0.7394160960891168,0.5652173913043478,6,2,129855.72,2,3,4,9,高价值
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,<30岁,高余额,很差,0.5119667847705514,0.7217391304347827,4,3,146098.43,3,4,4,11,超高价值
1195,15573769,Fiorentini,764,France,Female,24,7,0.0,2,1,0,186105.99,0,<30岁,无余额,良好,0.548816540596044,0.4043478260869565,3,2,0.0,3,3,1,7,中价值
1196,15578866,Hughes,676,France,Female,43,2,0.0,1,1,1,55119.53,0,40-50岁,无余额,一般,0.3212706391525027,0.18695652173913047,8,1,0.0,1,1,1,3,低价值
1197,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,<30岁,中余额,良好,0.4012081994588752,0.4217391304347826,6,1,65643.3,2,1,2,5,中价值
1198,15813444,McIntosh,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,30-40岁,无余额,较差,0.46477710008955153,0.4478260869565217,4,2,0.0,3,3,1,7,中价值
1199,15678058,Ayers,584,France,Male,38,9,104584.16,1,1,0,176678.72,0,30-40岁,高余额,较差,0.6378813735208564,0.4652173913043478,1,1,104584.16,4,1,3,8,高价值
1200,15769169,Trentino,645,France,Male,41,7,0.0,1,0,1,28667.56,0,40-50岁,无余额,一般,0.27065001573470926,0.1782608695652174,3,1,0.0,3,1,1,5,中价值
1201,15804602,Boyd,772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,<30岁,中余额,良好,0.7274237154403258,0.4304347826086956,4,2,99785.28,3,3,3,9,高价值
1202,15651052,McMasters,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,40-50岁,高余额,很差,0.5543406901991106,0.5,8,1,127655.22,1,1,4,6,中价值
1203,15724334,Alekseyeva,529,France,Male,22,5,0.0,1,1,0,151169.83,0,<30岁,无余额,较差,0.413469153651942,0.39565217391304347,5,1,0.0,3,1,1,5,中价值
1204,15569451,Miller,463,France,Male,35,2,101257.16,1,1,1,118113.64,0,30-40岁,高余额,很差,0.502020422373689,0.15217391304347827,8,1,101257.16,1,1,3,5,中价值
1205,15650098,Baranova,630,France,Female,40,7,0.0,2,1,1,34453.17,0,30-40岁,无余额,一般,0.2740346394083241,0.17391304347826086,3,2,0.0,3,3,1,7,中价值
1206,15724307,Mitchell,780,France,Male,76,10,121313.88,1,0,1,64872.33,0,>60岁,高余额,良好,0.5660136905085991,0.3304347826086957,0,1,121313.88,4,1,3,8,高价值
1207,15599268,Yobachi,584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,30-40岁,无余额,较差,0.22255349504670785,0.4391304347826087,5,2,0.0,3,3,1,7,中价值
1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,<30岁,中余额,良好,0.4507131272949853,0.13043478260869565,6,1,81523.38,2,1,2,5,中价值
1209,15616451,Genovese,697,France,Female,47,6,128252.66,1,1,1,168053.4,0,40-50岁,高余额,一般,0.7025593056991977,0.20434782608695656,4,1,128252.66,3,1,4,8,高价值
1210,15715667,Sorokina,850,France,Female,32,7,0.0,2,0,0,155227.0,0,30-40岁,无余额,优秀,0.532849255131993,0.4391304347826087,3,2,0.0,3,3,1,7,中价值
1211,15658969,Gray,711,France,Male,51,7,0.0,3,1,0,38409.79,1,50-60岁,无余额,良好,0.3085580278642006,0.8217391304347825,3,3,0.0,3,4,1,8,高价值
1212,15738174,Ervin,452,France,Female,32,5,0.0,2,0,1,75279.39,0,30-40岁,无余额,很差,0.27245274268194836,0.1391304347826087,5,2,0.0,3,3,1,7,中价值
1213,15813590,Vance,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,40-50岁,无余额,一般,0.4527569312488502,0.4826086956521739,4,2,0.0,3,3,1,7,中价值
1214,15624229,Noble,694,France,Female,22,4,0.0,2,1,1,11525.72,0,<30岁,无余额,一般,0.26223040654563906,0.09565217391304348,6,2,0.0,2,3,1,6,中价值
1215,15674148,Milanesi,579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,30-40岁,无余额,较差,0.3468478589853802,0.4434782608695652,4,1,0.0,3,1,1,5,中价值
1216,15625080,Parkin,745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,50-60岁,无余额,良好,0.5238194204925635,0.5347826086956522,2,1,0.0,4,1,1,6,中价值
1217,15682528,Cremonesi,572,France,Male,33,5,0.0,1,0,1,41139.05,0,30-40岁,无余额,较差,0.26359324827084085,0.14347826086956522,5,1,0.0,3,1,1,5,中价值
1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,<30岁,高余额,较差,0.49730144167720913,0.12608695652173915,7,2,145541.56,2,3,4,9,高价值
1219,15730038,Docherty,706,France,Female,23,5,0.0,1,0,0,164128.41,1,<30岁,无余额,良好,0.4953783427786296,0.4,5,1,0.0,3,1,1,5,中价值
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,40-50岁,高余额,一般,0.5137369906914178,0.19130434782608696,5,2,124601.58,3,3,3,9,高价值
1221,15654654,L?,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,30-40岁,高余额,良好,0.7054443355039157,0.14347826086956522,3,2,115182.84,3,3,3,9,高价值
1222,15697625,Bevan,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,30-40岁,超高余额,良好,0.654054671237009,0.4608695652173913,8,2,163789.49,1,3,4,8,高价值
1223,15616280,Hsia,536,France,Male,46,1,65733.41,1,1,0,61094.53,0,40-50岁,中余额,较差,0.3856186989432977,0.5,9,1,65733.41,1,1,2,4,低价值
1224,15654229,O'Neill,699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,40-50岁,无余额,一般,0.2918837410404278,0.20434782608695656,9,2,0.0,1,3,1,5,中价值
1225,15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,40-50岁,高余额,很差,0.650163287140729,0.5043478260869565,2,1,128486.11,4,1,4,9,高价值
1226,15733387,Pham,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,50-60岁,高余额,良好,0.5025315130786131,0.23043478260869565,4,1,109663.47,3,1,3,7,中价值
1227,15775572,Bergamaschi,531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,40-50岁,中余额,较差,0.4411021787451658,0.4826086956521739,4,2,88324.31,3,3,2,8,高价值
1228,15613844,Murphy,557,France,Female,28,7,146445.24,2,1,0,184317.74,0,<30岁,高余额,较差,0.7065489037591288,0.4217391304347826,3,2,146445.24,3,3,4,10,超高价值
1229,15578515,Osinachi,659,France,Female,38,3,0.0,2,1,0,158553.1,0,30-40岁,无余额,一般,0.4704268280252043,0.4652173913043478,7,2,0.0,2,3,1,6,中价值
1230,15607598,Muravyov,575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,30-40岁,无余额,较差,0.3464762033876003,0.13478260869565217,4,2,0.0,3,3,1,7,中价值
1231,15742480,Igwebuike,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,30-40岁,高余额,良好,0.5563460444116975,0.1565217391304348,8,2,109949.05,1,3,3,7,中价值
1232,15749482,Zack,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,<30岁,中余额,良好,0.4005508273303281,0.4304347826086956,6,1,78653.05,2,1,2,5,中价值
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,40-50岁,高余额,较差,0.5882744633787407,0.5,1,1,107850.82,4,1,3,8,高价值
1234,15575410,Chidiegwu,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,30-40岁,中余额,一般,0.546501069312797,0.46956521739130436,6,2,83765.35,2,3,2,7,中价值
1235,15684865,Lucchesi,771,France,Female,66,7,143773.07,1,1,1,130827.88,0,>60岁,高余额,良好,0.6975803406392058,0.28695652173913044,3,1,143773.07,3,1,4,8,高价值
1236,15600700,Pan,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,>60岁,高余额,较差,0.5489998899351222,0.2739130434782609,4,1,116227.27,3,1,3,7,中价值
1237,15774155,Trevisani,662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,30-40岁,高余额,一般,0.642672565339159,0.14347826086956522,10,1,103471.52,1,1,3,5,中价值
1238,15634267,Yudin,717,France,Male,42,5,0.0,2,1,0,172665.21,0,40-50岁,无余额,良好,0.5120663772134302,0.4826086956521739,5,2,0.0,3,3,1,7,中价值
1239,15619626,Wade,746,France,Male,24,3,137492.35,2,0,1,170142.09,0,<30岁,高余额,良好,0.7377171625833325,0.10434782608695653,7,2,137492.35,2,3,4,9,高价值
1240,15660422,Chung,569,France,Male,28,7,0.0,2,1,0,73977.23,0,<30岁,无余额,较差,0.3117935468844217,0.4217391304347826,3,2,0.0,3,3,1,7,中价值
1241,15617934,Septimus,579,France,Male,36,9,129829.59,1,1,1,60906.12,0,30-40岁,高余额,较差,0.5026993401454664,0.1565217391304348,1,1,129829.59,4,1,4,9,高价值
1242,15760774,Hargraves,519,France,Female,21,1,146329.57,2,1,1,194867.27,0,<30岁,高余额,较差,0.7087776195345468,0.09130434782608696,9,2,146329.57,1,3,4,8,高价值
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,<30岁,高余额,一般,0.7180240851963082,0.13043478260869565,6,1,114027.7,2,1,3,6,中价值
1244,15593331,Sidorov,693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,<30岁,高余额,一般,0.5002286924501921,0.10869565217391304,4,1,146580.69,3,1,4,8,高价值
1245,15616709,Bunton,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,30-40岁,高余额,较差,0.46541292048006727,0.4652173913043478,10,2,132122.42,1,3,4,8,高价值
1246,15658052,Cameron,626,France,Female,44,10,81553.93,1,1,0,20063.63,1,40-50岁,中余额,一般,0.3810569652847921,0.49130434782608695,0,1,81553.93,4,1,2,7,中价值
1247,15721189,Kung,666,France,Female,66,7,0.0,2,1,1,99792.82,0,>60岁,无余额,一般,0.3847536820560924,0.28695652173913044,3,2,0.0,3,3,1,7,中价值
1248,15711288,Hay,512,France,Male,24,6,0.0,2,1,0,37654.31,0,<30岁,无余额,较差,0.2371894711358794,0.4043478260869565,4,2,0.0,3,3,1,7,中价值
1249,15770030,Conti,689,Spain,Female,28,3,0.0,2,1,1,192449.02,0,<30岁,无余额,一般,0.5318608551210937,0.12173913043478263,7,2,0.0,2,3,1,6,中价值
1250,15803681,Sims,803,France,Female,26,4,0.0,2,1,1,181208.47,0,<30岁,无余额,优秀,0.5552346902478826,0.11304347826086956,6,2,0.0,2,3,1,6,中价值
1251,15702789,Carter,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,30-40岁,超高余额,较差,0.7055089773677279,0.1391304347826087,5,1,175214.71,3,1,4,8,高价值
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,30-40岁,高余额,较差,0.5899287893828299,0.47391304347826085,0,1,125534.51,4,1,3,8,高价值
1253,15658306,Lo,693,France,Male,68,4,97705.99,1,1,1,61569.07,0,>60岁,中余额,一般,0.492715314995581,0.2956521739130435,6,1,97705.99,2,1,3,6,中价值
1254,15699523,Chu,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,50-60岁,高余额,很差,0.5632110944548285,0.5391304347826087,6,2,126817.65,2,3,3,8,高价值
1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1,40-50岁,低余额,一般,0.3432812842261117,0.8,9,4,46870.43,1,4,2,7,中价值
1256,15615032,Peng,624,Spain,Male,46,3,0.0,2,1,1,62825.03,0,40-50岁,无余额,一般,0.3144763825825733,0.2,7,2,0.0,2,3,1,6,中价值
1257,15781989,Drake-Brockman,733,France,Male,42,9,120094.93,1,1,0,184056.45,0,40-50岁,高余额,良好,0.7262650186242753,0.4826086956521739,1,1,120094.93,4,1,3,8,高价值
1258,15647402,Wan,628,France,Female,38,3,0.0,2,1,1,48924.73,0,30-40岁,无余额,一般,0.29503691328205706,0.16521739130434784,7,2,0.0,2,3,1,6,中价值
1259,15740494,Cameron,633,France,Female,33,3,0.0,2,1,0,191111.02,0,30-40岁,无余额,一般,0.5100890737727033,0.4434782608695652,7,2,0.0,2,3,1,6,中价值
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,30-40岁,高余额,较差,0.4449466944852905,0.1565217391304348,9,2,104356.94,1,3,3,7,中价值
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,<30岁,高余额,良好,0.5794112349538871,0.4173913043478261,5,1,147004.34,3,1,4,8,高价值
1262,15794870,Sal,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,30-40岁,中余额,良好,0.49716782170487184,0.4652173913043478,4,2,73023.17,3,3,2,8,高价值
1263,15747591,Chung,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,30-40岁,超高余额,一般,0.6863614500299176,0.17391304347826086,9,1,173432.55,1,1,4,6,中价值
1264,15726557,Lai,638,France,Female,42,7,165679.92,1,0,0,32916.29,0,40-50岁,超高余额,一般,0.5386917517959058,0.4826086956521739,3,1,165679.92,3,1,4,8,高价值
1265,15732199,Gether,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,30-40岁,高余额,优秀,0.5387598160846749,0.13478260869565217,1,1,104678.62,4,1,3,8,高价值
1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5,1,50-60岁,高余额,较差,0.5580645095761192,0.8391304347826087,2,3,116973.26,4,4,3,11,超高价值
1267,15749050,Justice,548,France,Female,36,3,0.0,1,1,0,65996.9,0,30-40岁,无余额,较差,0.29241083707100324,0.4565217391304348,7,1,0.0,2,1,1,4,低价值
1268,15781586,Osonduagwuike,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,30-40岁,高余额,优秀,0.6168290584285313,0.16521739130434784,8,1,126732.85,1,1,3,5,中价值
1269,15617078,Ewing,658,France,Female,44,6,148481.09,1,1,0,130529.13,0,40-50岁,高余额,一般,0.6647557140671397,0.49130434782608695,4,1,148481.09,3,1,4,8,高价值
1270,15723339,Chin,554,France,Female,38,4,137654.05,2,1,1,172629.67,0,30-40岁,高余额,较差,0.6739417609172311,0.16521739130434784,6,2,137654.05,2,3,4,9,高价值
1271,15671322,Chiang,724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0,<30岁,高余额,良好,0.46219869650124135,0.4304347826086956,3,1,115315.04,3,1,3,7,中价值
1272,15793854,Ahmed,723,France,Male,42,2,99095.73,1,1,1,17512.53,0,40-50岁,中余额,良好,0.4394318800859409,0.1826086956521739,8,1,99095.73,1,1,3,5,中价值
1273,15756539,Marshall,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,30-40岁,超高余额,较差,0.6682842117251866,0.46956521739130436,3,2,165610.41,3,3,4,10,超高价值
1274,15612064,Tsou,474,France,Male,33,5,0.0,2,1,0,181945.52,1,30-40岁,无余额,很差,0.4402226597602422,0.4434782608695652,5,2,0.0,3,3,1,7,中价值
1275,15625916,Chien,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,30-40岁,超高余额,较差,0.5932620270262703,0.4391304347826087,4,1,161628.66,3,1,4,8,高价值
1276,15683195,Ubanwa,719,France,Male,32,9,146605.27,1,1,1,77119.45,0,30-40岁,高余额,良好,0.6031770246123618,0.1391304347826087,1,1,146605.27,4,1,4,9,高价值
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,30-40岁,高余额,一般,0.5484725651880316,0.4608695652173913,5,1,113488.68,3,1,3,7,中价值
1278,15721719,Calabresi,743,France,Male,42,7,77002.2,2,1,1,80428.42,0,40-50岁,中余额,良好,0.505644973310406,0.1826086956521739,3,2,77002.2,3,3,2,8,高价值
1279,15641690,Hsiao,681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,>60岁,无余额,一般,0.48593455504515204,0.291304347826087,3,2,0.0,3,3,1,7,中价值
1280,15634896,Grant,521,France,Female,39,6,0.0,2,0,1,27375.15,0,30-40岁,无余额,较差,0.2249466219576915,0.16956521739130437,4,2,0.0,3,3,1,7,中价值
1281,15671590,H?,741,Spain,Male,25,4,0.0,2,1,1,73873.65,0,<30岁,无余额,良好,0.37234405339523113,0.10869565217391304,6,2,0.0,2,3,1,6,中价值
1282,15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,40-50岁,超高余额,良好,0.778469913866778,0.5,2,1,182364.53,4,1,4,9,高价值
1283,15778287,Ugoji,622,France,Male,35,8,0.0,2,1,1,131772.51,0,30-40岁,无余额,一般,0.41719560901372243,0.15217391304347827,2,2,0.0,4,3,1,8,高价值
1284,15609510,Gregory,669,France,Male,45,7,149364.58,1,0,1,173454.07,0,40-50岁,高余额,一般,0.7344364221404198,0.1956521739130435,3,1,149364.58,3,1,4,8,高价值
1285,15742229,Mackay,583,France,Male,59,7,127450.14,1,0,1,67552.71,0,50-60岁,高余额,较差,0.5102878723235128,0.2565217391304348,3,1,127450.14,3,1,3,7,中价值
1286,15658532,Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,>60岁,超高余额,较差,0.494395278911896,0.2739130434782609,5,1,162278.32,3,1,4,8,高价值
1287,15590993,Findlay,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,30-40岁,超高余额,较差,0.6273572859061483,0.4608695652173913,5,2,152212.88,3,3,4,10,超高价值
1288,15565701,Ferri,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,30-40岁,超高余额,一般,0.6399390516428846,0.46956521739130436,1,1,161993.89,4,1,4,9,高价值
1289,15597239,Ku,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,30-40岁,高余额,较差,0.6504813574019429,0.46956521739130436,3,1,131468.44,3,1,4,8,高价值
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,30-40岁,高余额,一般,0.4032841723463025,0.47391304347826085,0,1,102980.44,4,1,3,8,高价值
1291,15813917,Kirk,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,30-40岁,高余额,一般,0.584488816085545,0.43478260869565216,1,1,143321.97,4,1,4,9,高价值
1292,15679611,Andrews,734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,30-40岁,高余额,良好,0.5187848988552505,0.4608695652173913,8,1,130404.92,1,1,4,6,中价值
1293,15636589,Murray,794,France,Female,41,7,0.0,2,1,1,74275.08,0,40-50岁,无余额,良好,0.39165210338967565,0.1782608695652174,3,2,0.0,3,3,1,7,中价值
1294,15687752,Griffin,641,France,Male,30,2,87505.47,2,0,1,7278.57,0,<30岁,中余额,一般,0.3766611501565787,0.13043478260869565,8,2,87505.47,1,3,2,6,中价值
1295,15584363,Longstaff,824,France,Male,30,0,133634.02,1,1,1,162053.92,0,<30岁,高余额,优秀,0.7469626325927313,0.13043478260869565,10,1,133634.02,1,1,4,6,中价值
1296,15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,30-40岁,超高余额,较差,0.7285944227788572,0.4434782608695652,7,1,151233.62,2,1,4,7,中价值
1297,15803365,Coffee,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,50-60岁,中余额,一般,0.4360153826426549,0.2391304347826087,8,1,70263.83,1,1,2,4,低价值
1298,15793247,Hancock,498,France,Male,34,5,0.0,2,1,1,91711.66,0,30-40岁,无余额,很差,0.3133373686144717,0.14782608695652175,5,2,0.0,3,3,1,7,中价值
1299,15572360,Clark,683,France,Male,30,10,57657.49,1,0,0,79240.9,0,<30岁,中余额,一般,0.4518464108020223,0.4304347826086956,0,1,57657.49,4,1,2,7,中价值
1300,15795166,Creswell,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0,40-50岁,超高余额,一般,0.5779775283361274,0.1826086956521739,2,2,153572.31,4,3,4,11,超高价值
1301,15724620,Dodds,538,France,Male,37,1,134752.08,1,1,0,162511.55,0,30-40岁,高余额,较差,0.6484904195781684,0.4608695652173913,9,1,134752.08,1,1,4,6,中价值
1302,15800856,Ewen,643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0,30-40岁,中余额,一般,0.3915189310116044,0.14782608695652175,7,1,83132.09,2,1,2,5,中价值
1303,15671097,Carter,428,France,Female,31,2,0.0,2,1,0,54487.43,0,30-40岁,无余额,很差,0.23279304173601634,0.43478260869565216,8,2,0.0,1,3,1,5,中价值
